country,year,Renewable_Electricity_Output,Renewable_Energy_Consumption,EG.ELC.ACCS.ZS,GDP_Per_Capita,GDP_Growth,Year,Country,Region_Type,YoY_Change
East Asia & Pacific (IDA & IBRD countries),2014,22.1704367701982,14.8367730293056,97.0185492289121,6363.1236946339,6.98434973711566,2014,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,2.071367929348
East Asia & Pacific (IDA & IBRD countries),2015,23.2937330315463,14.4745004715235,97.342378290966,6572.88955264077,6.70720095585358,2015,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,1.1232962613480986
East Asia & Pacific (IDA & IBRD countries),2016,23.2937330315463,14.9072794927063,97.4042780321237,6666.30238489789,6.56457371022981,2016,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.0
East Asia & Pacific (IDA & IBRD countries),2017,23.2937330315463,15.2141833608499,98.1128558182722,7231.05858273787,6.70740565027259,2017,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.0
East Asia & Pacific (IDA & IBRD countries),2018,23.2937330315463,15.3363753505913,98.0496113702534,8033.20664789751,6.52484260710393,2018,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.0
East Asia & Pacific (IDA & IBRD countries),2019,23.2937330315463,15.7506367453546,98.2621398882088,8262.81763368418,5.78182085585361,2019,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.0
East Asia & Pacific (IDA & IBRD countries),2020,23.2937330315463,16.1221610096023,98.1511649991063,8354.73673784021,1.24678181948383,2020,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.0
East Asia & Pacific (IDA & IBRD countries),2021,23.2937330315463,16.1221610096023,98.5234655577502,9922.57074410658,7.60341969056822,2021,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.0
East Asia & Pacific (IDA & IBRD countries),2022,23.2937330315463,16.1221610096023,98.563293539577,10027.1765277205,3.41356550854968,2022,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.0
East Asia & Pacific (excluding high income),2010,18.4171558661288,15.7124472488783,95.0717254052201,4012.12087849729,9.92144884456243,2010,East Asia & Pacific (excluding high income),Asia & Pacific,
East Asia & Pacific (excluding high income),2011,17.0524523879895,14.7534030380126,95.5990894664393,4863.64922348988,8.642957947062,2011,East Asia & Pacific (excluding high income),Asia & Pacific,-1.364703478139301
East Asia & Pacific (excluding high income),2012,19.9745727444916,14.7499203492228,95.8125543433821,5376.60387038264,7.58030545300147,2012,East Asia & Pacific (excluding high income),Asia & Pacific,2.9221203565020986
East Asia & Pacific (excluding high income),2013,20.2631842250658,14.5938204412081,96.1103215995783,5881.94349657699,7.29872789260344,2013,East Asia & Pacific (excluding high income),Asia & Pacific,0.2886114805742004
East Asia & Pacific (excluding high income),2014,22.3092981696362,14.8609234597099,96.2870699100877,6292.34645582796,6.98433194373406,2014,East Asia & Pacific (excluding high income),Asia & Pacific,2.0461139445704006
East Asia & Pacific (excluding high income),2015,23.3946853496816,14.5014500109842,96.6357464510822,6499.96372015715,6.70715877038921,2015,East Asia & Pacific (excluding high income),Asia & Pacific,1.085387180045398
East Asia & Pacific (excluding high income),2016,23.3946853496816,14.9357827247603,96.7243162467113,6592.51791291846,6.56471186911301,2016,East Asia & Pacific (excluding high income),Asia & Pacific,0.0
East Asia & Pacific (excluding high income),2017,23.3946853496816,15.194633216799,97.4517427779889,7151.27470673284,6.70769640336606,2017,East Asia & Pacific (excluding high income),Asia & Pacific,0.0
East Asia & Pacific (excluding high income),2018,23.3946853496816,15.3248280132722,97.4161347769004,7944.75974327118,6.52499175086045,2018,East Asia & Pacific (excluding high income),Asia & Pacific,0.0
East Asia & Pacific (excluding high income),2019,23.3946853496816,15.7245460349995,97.6524316332846,8171.96552369406,5.7818918001209,2019,East Asia & Pacific (excluding high income),Asia & Pacific,0.0
East Asia & Pacific (excluding high income),2020,23.3946853496816,16.1032550340587,97.5687165889393,8262.92725428299,1.24692683762466,2020,East Asia & Pacific (excluding high income),Asia & Pacific,0.0
East Asia & Pacific (excluding high income),2021,23.3946853496816,16.1032550340587,97.9617970162443,9813.48481652444,7.60374970783415,2021,East Asia & Pacific (excluding high income),Asia & Pacific,0.0
East Asia & Pacific (excluding high income),2022,23.3946853496816,16.1032550340587,98.026194403413,9916.80434352001,3.41361786942464,2022,East Asia & Pacific (excluding high income),Asia & Pacific,0.0
Euro area,2010,21.2767408085864,13.3823231084588,99.9960386897707,37303.4106694703,2.16469039989342,2010,Euro area,Other,
Euro area,2011,21.5052175895903,13.4572131501354,99.9961133735051,40329.4236300834,1.71459720583233,2011,Euro area,Other,0.22847678100389857
Euro area,2012,24.2670151241074,14.8947324128696,100.0,37290.7997649417,-0.850659262329472,2012,Euro area,Other,2.7617975345171004
Euro area,2013,27.8493233025013,15.7192598303534,100.0,38806.3692061745,-0.219171747257874,2013,Euro area,Other,3.5823081783939017
Euro area,2014,29.2429528736913,16.331468684164,100.0,39594.5952922423,1.39827851322592,2014,Euro area,Other,1.3936295711900009
Euro area,2015,28.718468796329,16.3267602137596,100.0,34118.3659418664,2.05440886774878,2015,Euro area,Other,-0.5244840773623025
Euro area,2016,28.718468796329,16.373865431701,100.0,34889.6717204536,1.86578632128172,2016,Euro area,Other,0.0
Euro area,2017,28.718468796329,16.5895000626086,100.0,36878.9370566652,2.62860957024193,2017,Euro area,Other,0.0
Euro area,2018,28.718468796329,17.5597413951391,100.0,39754.4354659311,1.78893526039165,2018,Euro area,Other,0.0
Euro area,2019,28.718468796329,18.1340819773096,100.0,38904.6070562194,1.5904260702233,2019,Euro area,Other,0.0
Euro area,2020,28.718468796329,19.8558785087338,100.0,37915.3833633908,-6.11006917047806,2020,Euro area,Other,0.0
Euro area,2021,28.718468796329,19.8558785087338,100.0,42527.524210531,5.96333641598549,2021,Euro area,Other,0.0
Euro area,2022,28.718468796329,19.8558785087338,100.0,40835.654761862,3.42612123895194,2022,Euro area,Other,0.0
Europe & Central Asia,2010,22.2857019912314,10.8853454528135,99.6647252554385,23638.5533089674,2.65927374125172,2010,Europe & Central Asia,Asia & Pacific,
Europe & Central Asia,2011,22.1169473410205,10.7488701184553,99.6634237823206,26149.0584719128,2.34758029192039,2011,Europe & Central Asia,Asia & Pacific,-0.16875465021090008
Europe & Central Asia,2012,24.2305344289319,11.6012722289391,99.8279045819236,25096.1835441736,0.35998868251805,2012,Europe & Central Asia,Asia & Pacific,2.1135870879114016
Europe & Central Asia,2013,26.4238320033338,12.288853120323,99.848934322004,26096.9182077355,0.847820021756007,2013,Europe & Central Asia,Asia & Pacific,2.1932975744018997
Europe & Central Asia,2014,27.1158847985578,12.4375558577975,99.8754093344162,26341.0777711528,1.92660037280281,2014,Europe & Central Asia,Asia & Pacific,0.6920527952240008
Europe & Central Asia,2015,28.020176437837,12.8793455872569,99.1669776184071,22579.1836978638,2.0581470448719,2015,Europe & Central Asia,Asia & Pacific,0.9042916392792009
Europe & Central Asia,2016,28.020176437837,12.8936464767637,99.8283065055591,22398.149896359,1.89982163138352,2016,Europe & Central Asia,Asia & Pacific,0.0
Europe & Central Asia,2017,28.020176437837,12.9052522337975,99.9637094037616,23670.8127114864,2.90872250204244,2017,Europe & Central Asia,Asia & Pacific,0.0
Europe & Central Asia,2018,28.020176437837,13.4812435923024,99.9704727607712,25255.0647194697,2.13444056000746,2018,Europe & Central Asia,Asia & Pacific,0.0
Europe & Central Asia,2019,28.020176437837,14.0196776583139,99.9533142481858,24867.4720139645,1.80525623034259,2019,Europe & Central Asia,Asia & Pacific,0.0
Europe & Central Asia,2020,28.020176437837,15.1438025767545,99.9760236823625,23994.9286739351,-5.46244371164977,2020,Europe & Central Asia,Asia & Pacific,0.0
Europe & Central Asia,2021,28.020176437837,15.1438025767545,99.9881579022417,27409.9227679737,6.52385192111231,2021,Europe & Central Asia,Asia & Pacific,0.0
Europe & Central Asia,2022,28.020176437837,15.1438025767545,99.9977236468108,27567.4143997687,3.15749866416037,2022,Europe & Central Asia,Asia & Pacific,0.0
Europe & Central Asia (IDA & IBRD countries),2010,18.4234439113138,6.47053937004181,99.3266273941598,8283.73811651557,4.63262462961245,2010,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,
Europe & Central Asia (IDA & IBRD countries),2011,16.9680319894397,6.07092779006697,99.3256273395661,10028.3339301272,5.92848340033075,2011,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,-1.4554119218740986
Europe & Central Asia (IDA & IBRD countries),2012,17.2915104694261,6.31102741897139,99.6539188651353,10423.4458304472,3.45602286525539,2012,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.3234784799863988
Europe & Central Asia (IDA & IBRD countries),2013,19.2024637261094,6.84289164403339,99.6963651670089,10971.18094194,3.39150568218889,2013,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,1.9109532566832996
Europe & Central Asia (IDA & IBRD countries),2014,18.1949914816546,6.5278379664623,99.7496943982014,10313.1152736828,2.33777127305463,2014,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,-1.0074722444547994
Europe & Central Asia (IDA & IBRD countries),2015,19.1488620739772,6.91537820498688,98.3274195169609,8014.50415079485,1.48815723386977,2015,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.9538705923225983
Europe & Central Asia (IDA & IBRD countries),2016,19.1488620739772,7.02388910258759,99.655469757283,7662.53290925723,1.8525064629824,2016,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.0
Europe & Central Asia (IDA & IBRD countries),2017,19.1488620739772,6.78336326599948,99.9272265326044,8554.01109678491,4.29253214633275,2017,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.0
Europe & Central Asia (IDA & IBRD countries),2018,19.1488620739772,7.24893746815336,99.940819336018,8883.5015112008,3.69471936803782,2018,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.0
Europe & Central Asia (IDA & IBRD countries),2019,19.1488620739772,7.60488014385583,99.9065322711927,9022.69589831855,2.65714284041665,2019,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.0
Europe & Central Asia (IDA & IBRD countries),2020,19.1488620739772,8.04684136612882,99.9520178888209,8437.72850580865,-1.46289536902678,2020,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.0
Europe & Central Asia (IDA & IBRD countries),2021,19.1488620739772,8.04684136612882,99.9763188018388,9985.47709265927,7.38646816523473,2021,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.0
Europe & Central Asia (IDA & IBRD countries),2022,19.1488620739772,8.04684136612882,99.9954069607762,11413.9150111898,1.767977505166,2022,Europe & Central Asia (IDA & IBRD countries),Asia & Pacific,0.0
Europe & Central Asia (excluding high income),2010,18.5527642727545,7.81138348689355,99.6062839795443,6022.63009837271,7.06748297511824,2010,Europe & Central Asia (excluding high income),Asia & Pacific,
Europe & Central Asia (excluding high income),2011,17.2559082455186,7.07550299115202,99.6163544203247,6785.42242448646,8.58664528786947,2011,Europe & Central Asia (excluding high income),Asia & Pacific,-1.2968560272359007
Europe & Central Asia (excluding high income),2012,17.4439054435806,7.51228880189759,99.6933609629777,7100.35950963203,4.05054798319775,2012,Europe & Central Asia (excluding high income),Asia & Pacific,0.18799719806199988
Europe & Central Asia (excluding high income),2013,19.1457947409382,8.03083316618193,99.7278582018934,7678.78503080788,6.58598057841522,2013,Europe & Central Asia (excluding high income),Asia & Pacific,1.7018892973575994
Europe & Central Asia (excluding high income),2014,17.4732331191995,7.76451321901454,99.7837597994349,7307.04619062948,3.37291324377567,2014,Europe & Central Asia (excluding high income),Asia & Pacific,-1.6725616217387014
Europe & Central Asia (excluding high income),2015,18.6180188378284,8.9044561039704,99.7676812016782,6312.15034167041,3.58755229325712,2015,Europe & Central Asia (excluding high income),Asia & Pacific,1.1447857186289028
Europe & Central Asia (excluding high income),2016,18.6180188378284,9.05560595696783,99.8655891836026,6006.36708907309,2.78533413629492,2016,Europe & Central Asia (excluding high income),Asia & Pacific,0.0
Europe & Central Asia (excluding high income),2017,18.6180188378284,8.68153690303907,99.9183821940095,6111.39433717826,5.82147037918305,2017,Europe & Central Asia (excluding high income),Asia & Pacific,0.0
Europe & Central Asia (excluding high income),2018,18.6180188378284,9.11860923575479,99.942320081113,5957.82642405214,3.5134921058027,2018,Europe & Central Asia (excluding high income),Asia & Pacific,0.0
Europe & Central Asia (excluding high income),2019,18.6180188378284,10.0360486681089,99.9663713381538,6022.63238606854,2.24722492786316,2019,Europe & Central Asia (excluding high income),Asia & Pacific,0.0
Europe & Central Asia (excluding high income),2020,18.6180188378284,10.0828079236402,99.9777773685799,5738.25499247106,0.321073682012468,2020,Europe & Central Asia (excluding high income),Asia & Pacific,0.0
Europe & Central Asia (excluding high income),2021,18.6180188378284,10.0828079236402,99.9616380974146,6620.20379563516,9.00036510298978,2021,Europe & Central Asia (excluding high income),Asia & Pacific,0.0
Europe & Central Asia (excluding high income),2022,18.6180188378284,10.0828079236402,99.9914644530224,7302.23861126112,3.07761568064204,2022,Europe & Central Asia (excluding high income),Asia & Pacific,0.0
European Union,2010,22.1055537338523,14.4819868668562,99.7551004653457,32965.7749921581,2.22511838510061,2010,European Union,Europe,
European Union,2011,22.1584890503021,14.6476287872772,99.7797963692521,35767.3390670531,1.9009568406489,2011,European Union,Europe,0.052935316449801206
European Union,2012,25.0092075278919,16.0638884841707,99.8123127469614,33169.4056830501,-0.701866418422895,2012,European Union,Europe,2.8507184775897976
European Union,2013,27.904969647875,16.8108248593668,99.8370267105699,34564.9404479271,-0.082642393429694,2013,European Union,Europe,2.8957621199831003
European Union,2014,29.5794663230103,17.4502355668158,99.8614239812103,35282.5164630827,1.60065250159793,2014,European Union,Europe,1.6744966751353019
European Union,2015,29.7153524985896,17.6013864447651,99.8916168370621,30487.6523692732,2.30937774489288,2015,European Union,Europe,0.13588617557929794
European Union,2016,29.7153524985896,17.5430290745386,99.9170013923783,31174.7535083936,1.97230777572166,2016,European Union,Europe,0.0
European Union,2017,29.7153524985896,17.6948545926672,99.9698703678352,33091.3890251906,2.84476536928575,2017,European Union,Europe,0.0
European Union,2018,29.7153524985896,18.7304117385027,99.9708561296605,35752.5873421988,2.06690196954229,2018,European Union,Europe,0.0
European Union,2019,29.7153524985896,19.3462835156226,99.9875256636779,35080.9147971764,1.80531197138112,2019,European Union,Europe,0.0
European Union,2020,29.7153524985896,21.121106310957,99.9953534951789,34357.1199881912,-5.65285689951504,2020,European Union,Europe,0.0
European Union,2021,29.7153524985896,21.121106310957,99.9969239356276,38720.8751728955,6.00872929242561,2021,European Union,Europe,0.0
European Union,2022,29.7153524985896,21.121106310957,100.0,37466.6963511535,3.47865373531921,2022,European Union,Europe,0.0
Fragile and conflict affected situations,2010,38.9542505157705,51.8410966665012,46.0834395209411,2046.88700724028,7.01741756593431,2010,Fragile and conflict affected situations,Other,
Fragile and conflict affected situations,2011,40.42970288347,52.3280293306684,47.9278089002202,2086.15621829409,0.0438829587353808,2011,Fragile and conflict affected situations,Other,1.4754523676995035
Fragile and conflict affected situations,2012,39.7020315911746,52.059126237069,48.9838938213554,2277.69164040928,5.57037188422089,2012,Fragile and conflict affected situations,Other,-0.7276712922953976
Fragile and conflict affected situations,2013,39.2392619221378,52.6530661299464,50.6240186520303,2311.345853399,3.48339256279149,2013,Fragile and conflict affected situations,Other,-0.4627696690368026
Fragile and conflict affected situations,2014,38.3939087964932,53.9001464852927,50.0334416807631,2396.43588704561,2.09628835920796,2014,Fragile and conflict affected situations,Other,-0.8453531256445999
Fragile and conflict affected situations,2015,36.1866436756877,57.9569141971482,50.0818317262279,1845.31230428842,1.07053760946113,2015,Fragile and conflict affected situations,Other,-2.207265120805502
Fragile and conflict affected situations,2016,36.1866436756877,58.2962779162406,54.1947420802944,1663.08517085287,2.16715558337386,2016,Fragile and conflict affected situations,Other,0.0
Fragile and conflict affected situations,2017,36.1866436756877,58.4149495065343,54.5631752651004,1690.94404160881,2.5433347260378,2017,Fragile and conflict affected situations,Other,0.0
Fragile and conflict affected situations,2018,36.1866436756877,57.6850587921215,54.5831226685803,1852.26631004128,2.72015847064731,2018,Fragile and conflict affected situations,Other,0.0
Fragile and conflict affected situations,2019,36.1866436756877,58.5399752247847,55.5016312834383,1923.17068917178,2.52349885724942,2019,Fragile and conflict affected situations,Other,0.0
Fragile and conflict affected situations,2020,36.1866436756877,61.3326504303219,56.346408400069,1725.7217597946,-6.35338636086044,2020,Fragile and conflict affected situations,Other,0.0
Fragile and conflict affected situations,2021,36.1866436756877,61.3326504303219,57.8615299350207,1792.92066416628,4.56899423218873,2021,Fragile and conflict affected situations,Other,0.0
Fragile and conflict affected situations,2022,36.1866436756877,61.3326504303219,57.8181418204066,1913.3742283108,1.46339696745457,2022,Fragile and conflict affected situations,Other,0.0
Heavily indebted poor countries (HIPC),2010,69.2081894479672,79.5373309082953,28.6999877331628,806.813557896356,6.10051199969016,2010,Heavily indebted poor countries (HIPC),Other,
Heavily indebted poor countries (HIPC),2011,68.1845271117751,78.9038085542356,29.1958862948857,869.227251067144,4.46204791584898,2011,Heavily indebted poor countries (HIPC),Other,-1.0236623361921033
Heavily indebted poor countries (HIPC),2012,67.2814271281391,77.8930030617233,31.9315386194903,874.711729771277,3.97711292045133,2012,Heavily indebted poor countries (HIPC),Other,-0.9030999836359968
Heavily indebted poor countries (HIPC),2013,67.6719938781664,77.6224813488142,32.9161953356141,955.194596348049,5.64048443542617,2013,Heavily indebted poor countries (HIPC),Other,0.390566750027304
Heavily indebted poor countries (HIPC),2014,67.0482605538032,77.3299184627801,35.3989999768092,982.631507838096,5.84589240559994,2014,Heavily indebted poor countries (HIPC),Other,-0.6237333243632008
Heavily indebted poor countries (HIPC),2015,63.4212917803423,76.6911172607444,35.4839102740872,917.721459685355,4.81618711096149,2015,Heavily indebted poor countries (HIPC),Other,-3.626968773460902
Heavily indebted poor countries (HIPC),2016,63.4212917803423,76.3528913633281,40.6329285874508,901.324893112879,4.44296838242349,2016,Heavily indebted poor countries (HIPC),Other,0.0
Heavily indebted poor countries (HIPC),2017,63.4212917803423,75.8548278612256,41.5183905621843,940.767399878295,5.00347347755732,2017,Heavily indebted poor countries (HIPC),Other,0.0
Heavily indebted poor countries (HIPC),2018,63.4212917803423,75.4868903270492,44.0132817192788,977.279226207199,4.19327692653373,2018,Heavily indebted poor countries (HIPC),Other,0.0
Heavily indebted poor countries (HIPC),2019,63.4212917803423,74.9448755678555,45.0522458898094,985.590876409076,4.42098571652352,2019,Heavily indebted poor countries (HIPC),Other,0.0
Heavily indebted poor countries (HIPC),2020,63.4212917803423,75.9082587937648,46.3640414093557,968.133367537043,0.236251143945921,2020,Heavily indebted poor countries (HIPC),Other,0.0
Heavily indebted poor countries (HIPC),2021,63.4212917803423,75.9082587937648,48.0509504079887,1047.734015017,4.19513247848164,2021,Heavily indebted poor countries (HIPC),Other,0.0
Heavily indebted poor countries (HIPC),2022,63.4212917803423,75.9082587937648,48.6553933920956,1110.1304329994,4.79636099899177,2022,Heavily indebted poor countries (HIPC),Other,0.0
High income,2010,16.5551594833155,9.11805332894837,99.7858029653497,35574.872977584,3.0483401750343,2010,High income,Other,
High income,2011,17.7859009350772,9.48384203705067,99.7873727242789,38570.6578513538,2.01785170589382,2011,High income,Other,1.230741451761702
High income,2012,18.6823372166667,9.95677795843462,99.89698965685,38510.7070184443,1.47288810559398,2012,High income,Other,0.896436281589498
High income,2013,19.9104588767697,10.4197971507971,99.8998724853344,38847.0867199254,1.59795707356696,2013,High income,Other,1.2281216601029996
High income,2014,20.7204618774856,10.5598904734595,99.9189168958054,39280.6224525688,2.14176816474907,2014,High income,Other,0.810003000715902
High income,2015,21.2575349240925,10.60312740544,99.4422835628403,36482.9965260467,2.32552627513027,2015,High income,Other,0.5370730466068991
High income,2016,21.2575349240925,10.7935160008668,99.8758820464439,36993.533269398,1.8330409085689,2016,High income,Other,0.0
High income,2017,21.2575349240925,11.133700549377,99.9608075777366,38707.9315420479,2.47631841025758,2017,High income,Other,0.0
High income,2018,21.2575349240925,11.5041810226345,99.9631057051384,40958.3706534705,2.36999444408524,2018,High income,Other,0.0
High income,2019,21.2575349240925,11.8466742265098,99.9505379687558,41188.7704617624,1.84582706522258,2019,High income,Other,0.0
High income,2020,21.2575349240925,12.8227256482974,99.9686544956864,40023.7382985043,-3.91466926056485,2020,High income,Other,0.0
High income,2021,21.2575349240925,12.8227256482974,99.9798902530907,44840.3585005322,5.58436815582274,2021,High income,Other,0.0
High income,2022,21.2575349240925,12.8227256482974,99.9798069474748,46165.6150408536,2.64158610536651,2022,High income,Other,0.0
IBRD only,2010,22.0959286354888,16.7272460910101,91.4553925085068,4545.56505299771,7.81582458498562,2010,IBRD only,Other,
IBRD only,2011,21.2658969912682,15.9736658791588,92.5140783488703,5326.06099788271,6.38123317587905,2011,IBRD only,Other,-0.8300316442206004
IBRD only,2012,22.2348452897911,15.887836659539,92.7775998893892,5601.06078266917,5.44666854104028,2012,IBRD only,Other,0.9689482985228999
IBRD only,2013,22.6252487970845,16.0065412982122,93.7926743773623,5844.93320229882,5.22177515597035,2013,IBRD only,Other,0.39040350729339934
IBRD only,2014,23.3054990272703,16.0045069649585,94.4349904993138,5978.09034763574,4.79272033851731,2014,IBRD only,Other,0.680250230185802
IBRD only,2015,23.6809578985987,16.0016686563943,95.1884141896381,5541.33759395986,4.40453094782347,2015,IBRD only,Other,0.37545887132839795
IBRD only,2016,23.6809578985987,16.2907775762078,95.847095252009,5528.04543069571,4.55662192021697,2016,IBRD only,Other,0.0
IBRD only,2017,23.6809578985987,16.4245356938965,96.6140192932522,6048.21917294317,5.24165035492055,2017,IBRD only,Other,0.0
IBRD only,2018,23.6809578985987,16.6398993293642,97.7587635009644,6378.53885411053,4.93566542257318,2018,IBRD only,Other,0.0
IBRD only,2019,23.6809578985987,17.0691737335591,97.8867643059813,6465.81328082011,3.98398105981117,2019,IBRD only,Other,0.0
IBRD only,2020,23.6809578985987,17.9072627124639,98.0667929887089,6185.51925977404,-1.4012044301338,2020,IBRD only,Other,0.0
IBRD only,2021,23.6809578985987,17.9072627124639,99.1169517100785,7301.908085568,7.62848296591747,2021,IBRD only,Other,0.0
IBRD only,2022,23.6809578985987,17.9072627124639,98.9771817674784,7681.29525722277,3.6016886245835,2022,IBRD only,Other,0.0
IDA & IBRD total,2010,22.9355035712392,22.2906265971934,80.7532234712778,3715.33075040603,7.6831010647312,2010,IDA & IBRD total,Other,
IDA & IBRD total,2011,22.1003864094556,21.5517160046757,82.0188106424324,4324.92237161415,6.20346196644704,2011,IDA & IBRD total,Other,-0.8351171617836002
IDA & IBRD total,2012,23.0402244408489,21.4339037224209,82.5367346438402,4532.36565140012,5.28463225246539,2012,IDA & IBRD total,Other,0.9398380313933004
IDA & IBRD total,2013,23.4192747148235,21.5875277098192,83.4522883506975,4727.63262517946,5.22325358422692,2013,IDA & IBRD total,Other,0.37905027397460245
IDA & IBRD total,2014,24.0794589187609,21.5577206112403,84.0374385425314,4837.15195672936,4.84630868421327,2014,IDA & IBRD total,Other,0.6601842039373977
IDA & IBRD total,2015,24.4305355547567,21.6294500257339,84.8979365612511,4484.4893837025,4.32675343024572,2015,IDA & IBRD total,Other,0.3510766359957991
IDA & IBRD total,2016,24.4305355547567,21.8679040434864,86.2839085579144,4456.76020150655,4.45496451944591,2016,IDA & IBRD total,Other,0.0
IDA & IBRD total,2017,24.4305355547567,21.8896755439064,87.2637509200286,4837.06302141945,5.14241842009484,2017,IDA & IBRD total,Other,0.0
IDA & IBRD total,2018,24.4305355547567,22.0047012464396,88.2960951797823,5088.01277247711,4.89001452039273,2018,IDA & IBRD total,Other,0.0
IDA & IBRD total,2019,24.4305355547567,22.468599154823,88.6615853993001,5144.37243935275,3.9791190559074,2019,IDA & IBRD total,Other,0.0
IDA & IBRD total,2020,24.4305355547567,23.4476328333485,89.0003692130539,4907.28699204586,-1.35543501142301,2020,IDA & IBRD total,Other,0.0
IDA & IBRD total,2021,24.4305355547567,23.4476328333485,90.1059784759654,5731.30618464805,7.38665926475153,2021,IDA & IBRD total,Other,0.0
IDA & IBRD total,2022,24.4305355547567,23.4476328333485,90.0236427088539,6006.27309700773,3.65354606149431,2022,IDA & IBRD total,Other,0.0
IDA blend,2010,33.1927293579611,60.7194266961421,64.1940303289321,1561.88487324012,5.93359435773799,2010,IDA blend,Other,
IDA blend,2011,30.4888261946759,60.2378919914661,68.6167293354212,1742.64735111747,4.59192246186737,2011,IDA blend,Other,-2.7039031632851973
IDA blend,2012,31.6415581907042,62.4246639753473,68.3112284181303,1893.55244216416,4.38188791820858,2012,IDA blend,Other,1.1527319960282973
IDA blend,2013,31.0129782629991,62.246393373411,69.5489695520945,2015.46091136143,5.51522110336258,2013,IDA blend,Other,-0.6285799277051005
IDA blend,2014,31.5369661545336,61.8385923740395,68.7595094033684,2142.38203516532,5.60732495084059,2014,IDA blend,Other,0.5239878915345031
IDA blend,2015,31.6052727855271,62.3735090978928,69.0584544888191,1993.78936181267,3.74047100367632,2015,IDA blend,Other,0.06830663099349721
IDA blend,2016,31.6052727855271,61.1429771294734,72.8985169734875,1826.22694665161,2.08732977261732,2016,IDA blend,Other,0.0
IDA blend,2017,31.6052727855271,60.3514227034789,71.9060547127056,1760.54249485162,2.55579179719419,2017,IDA blend,Other,0.0
IDA blend,2018,31.6052727855271,60.6786683586862,73.3946899985265,1884.99739961197,3.84829204032468,2018,IDA blend,Other,0.0
IDA blend,2019,31.6052727855271,61.3471359722926,74.1134591811169,1883.54621067899,2.77073135741782,2019,IDA blend,Other,0.0
IDA blend,2020,31.6052727855271,61.8135119432936,74.6422206071065,1727.91170329901,-1.41574291758334,2020,IDA blend,Other,0.0
IDA blend,2021,31.6052727855271,61.8135119432936,76.6323166518695,1851.4710158931,5.16429410899273,2021,IDA blend,Other,0.0
IDA blend,2022,31.6052727855271,61.8135119432936,77.2202249370555,1942.51277029827,4.2154910324581,2022,IDA blend,Other,0.0
IDA only,2010,48.1312774635432,70.6595690531759,38.6482077747525,894.028225032963,6.43091323451451,2010,IDA only,Other,
IDA only,2011,49.952506165163,70.2619145520891,39.9325620355684,977.293174341115,3.78665535227746,2011,IDA only,Other,1.8212287016198019
IDA only,2012,50.2666951618968,69.4657461111473,42.6174425134692,957.833029628504,2.47364864456929,2012,IDA only,Other,0.3141889967337974
IDA only,2013,51.9448346718495,70.1464611269744,43.4204733327265,1021.33861643635,4.97941208031416,2013,IDA only,Other,1.6781395099527003
IDA only,2014,52.0128548037485,69.6562399839569,44.9427767431572,1068.89668940566,5.36332000691675,2014,IDA only,Other,0.06802013189900435
IDA only,2015,50.5805933423373,69.1093366553274,47.0891947927519,1042.15535457657,3.09222401192028,2015,IDA only,Other,-1.4322614614112013
IDA only,2016,50.5805933423373,68.4210424630041,50.9990853826559,1077.4759697027,4.35951929288596,2016,IDA only,Other,0.0
IDA only,2017,50.5805933423373,67.0471204885368,54.4361536322367,1135.9391535687,5.25609876832121,2017,IDA only,Other,0.0
IDA only,2018,50.5805933423373,65.978725121955,55.3160844961813,1181.41399480963,4.7775026978655,2018,IDA only,Other,0.0
IDA only,2019,50.5805933423373,66.0828976952488,57.0959550724622,1214.9263173816,4.96526418580667,2019,IDA only,Other,0.0
IDA only,2020,50.5805933423373,67.3068700263257,58.6069711033586,1201.23401871581,-0.237845290364646,2020,IDA only,Other,0.0
IDA only,2021,50.5805933423373,67.3068700263257,60.1327212117,1274.07782915018,3.78918249767895,2021,IDA only,Other,0.0
IDA only,2022,50.5805933423373,67.3068700263257,60.6234216234335,1339.94195382428,4.39591712669399,2022,IDA only,Other,0.0
IDA total,2010,41.4807578454985,65.7143853561922,47.2315868424826,1118.14320489439,6.19094592287242,2010,IDA total,Other,
